client_id,client_type,age_band,gender,region,signup_month,first_trip_date,last_trip_date,days_since_last_trip,lifetime_trips,trips_last_12m,lifetime_spend,spend_last_12m,avg_spend_per_trip,avg_lead_time_days,trips_one_way,trips_round_trip,trips_multi_leg,preferred_aircraft_category,nps_response,website_visits_last_30d
C-66EC017B07BD,Individual,45-54,,Northeast,2021-10-01,2024-01-02,2026-01-29,2,26,11,1477799.54,688159.09,56838.44,27.8,5,20,1,Heavy Jet,,8
C-1DB5D4C99669,Individual,55-64,M,West,2021-10-01,2024-01-02,2026-01-23,8,13,7,409622.09,210656.41,31509.39,14.0,4,7,2,Heavy Jet,2.0,5
C-8E70D4A33C9B,Individual,45-54,M,West,2021-10-01,2025-07-30,2025-12-12,50,3,3,145751.78,145751.78,48583.93,3.0,3,0,0,Midsize,9.0,4
C-4A40D8D5C841,Individual,45-54,F,West,2021-11-01,2024-01-18,2026-01-16,15,7,3,100823.33,35422.43,14403.33,13.8,7,0,0,Super Mid,,7
C-F4F5F667A593,Individual,55-64,,South,2021-10-01,2024-03-24,2025-11-23,69,7,4,107368.44,49836.37,15338.35,25.3,3,4,0,Midsize,,8
C-C74FFDFD70B0,Individual,35-44,F,South,2021-10-01,2024-01-24,2024-01-24,738,1,0,39307.88,0.0,39307.88,1.0,1,0,0,Super Mid,,3
C-028AE8326DCE,Individual,65+,,Northeast,2021-10-01,2025-04-13,2025-04-13,293,2,2,51558.2,51558.2,25779.1,10.0,0,2,0,Ultra Long Range,,5
C-BA29D97D4FAC,Individual,35-44,M,West,2021-10-01,2024-03-24,2024-07-27,553,3,0,211525.3,0.0,70508.43,23.0,0,2,1,Heavy Jet,,4
C-FB55394C5D9F,Individual,35-44,M,South,2021-10-01,2024-05-02,2024-10-13,475,3,0,59825.19,0.0,19941.73,5.3,3,0,0,Ultra Long Range,,10
C-03728EEB927F,Business,55-64,Unknown,South,2022-09-01,2024-05-23,2025-11-22,70,11,5,207707.78,97787.63,18882.53,6.0,6,3,2,Midsize,4.0,7
C-9B1685B9F772,Individual,55-64,M,International,2023-02-01,2024-01-04,2026-01-06,25,6,4,107469.57,71860.6,17911.6,25.7,6,0,0,Light Jet,,0
C-25D2C5B9C234,Individual,55-64,M,South,2021-11-01,2024-02-19,2025-12-14,48,9,3,283534.34,132773.04,31503.82,15.0,3,6,0,Heavy Jet,3.0,3
C-F44E0F0FEE4E,Individual,55-64,M,Unknown,2024-01-01,2024-03-17,2025-10-03,120,11,4,255033.19,116439.55,23184.84,7.7,6,4,1,Midsize,,3
C-A249915FD5E2,Individual,45-54,,West,2021-11-01,2024-03-16,2026-01-26,5,13,8,316903.92,217848.32,24377.22,,8,5,0,Super Mid,9.0,5
C-E6A0474EE2BF,Business,35-44,Unknown,Midwest,2021-12-01,2024-01-08,2025-08-25,159,12,6,674810.23,383238.28,56234.19,14.9,4,3,5,Light Jet,,3
C-2DEA8D42670A,Individual,45-54,M,South,2021-12-01,2024-03-08,2025-10-11,112,8,4,137066.32,67648.88,17133.29,21.4,1,7,0,Heavy Jet,5.0,5
C-962EFCA3116F,Individual,45-54,M,South,2021-11-01,2024-07-19,2025-10-06,117,8,3,352721.02999999997,93967.03,44090.13,35.9,3,4,1,Super Mid,10.0,3
C-090709104ECF,Individual,55-64,M,West,2024-04-01,2024-06-03,2025-07-23,192,4,2,148243.76,70453.78,37060.94,8.2,4,0,0,Super Mid,,5
C-E13B40F2F241,Business,45-54,Unknown,Midwest,2021-12-01,2024-03-08,2025-05-11,265,6,3,248819.26,99998.5,41469.88,17.5,1,5,0,Heavy Jet,,4
C-58C54BCCA7E7,Business,35-44,Unknown,West,2022-01-01,2024-01-08,2026-01-08,23,22,5,935178.23,205497.97,42508.1,35.4,5,15,2,Midsize,,4
C-FF4B886817B0,Individual,45-54,M,South,2021-11-01,2025-11-07,2025-11-07,85,1,1,20384.77,20384.77,20384.77,4.0,0,1,0,Midsize,,5
C-B77B84EC4061,Individual,55-64,M,West,2022-01-01,2024-12-26,2024-12-26,401,1,0,4845.19,0.0,4845.19,,1,0,0,Heavy Jet,,3
C-9736CFBB5C21,Individual,45-54,M,West,2021-11-01,2024-01-03,2025-06-13,232,5,2,141138.85,83982.83,28227.77,27.0,4,1,0,Super Mid,,5
C-09C0D3C76011,Business,35-44,Unknown,West,2021-12-01,2025-06-11,2025-06-11,234,1,1,15379.68,15379.68,15379.68,10.0,0,1,0,Light Jet,6.0,2
C-4E26D318B848,Individual,45-54,M,West,2021-11-01,2024-03-24,2025-12-10,52,8,3,179405.58,59922.38,22425.7,11.0,2,5,1,Light Jet,,2
C-3F37F4746C8F,Individual,45-54,Unknown,Midwest,2021-12-01,2024-09-07,2024-11-03,454,3,0,67266.16,0.0,22422.05,15.3,0,3,0,Midsize,,7
C-7F97E209C9DA,Individual,45-54,M,West,2021-12-01,2024-01-13,2024-09-25,493,6,0,169299.1,0.0,28216.52,109.0,3,3,0,Ultra Long Range,,4
C-5E50B4807B06,Individual,45-54,F,South,2022-01-01,2024-01-12,2025-12-28,34,10,3,267109.48,115574.65,26710.95,11.4,4,6,0,Super Mid,9.0,4
C-C74833F3FBC9,Individual,45-54,M,Northeast,2021-12-01,2024-03-09,2025-05-15,261,3,2,124442.55,69903.97,41480.85,24.7,0,3,0,Midsize,0.0,3
C-D9C87E44DB4F,Individual,35-44,M,South,2022-01-01,2024-04-02,2024-12-06,421,4,0,39907.89,0.0,9976.97,6.8,4,0,0,Light Jet,8.0,2
C-6CC6194929B2,Individual,35-44,,Northeast,2021-12-01,2024-01-09,2025-12-09,53,11,6,216984.21,98346.07,19725.84,27.0,0,11,0,Midsize,,8
C-72B426D294AF,Individual,35-44,F,Northeast,2022-02-01,2024-10-12,2024-10-12,476,1,0,508774.3,0.0,508774.3,4.0,1,0,0,Midsize,2.0,7
C-E611863A92D6,Individual,45-54,Unknown,South,,2024-06-22,2024-06-22,588,1,0,15326.11,0.0,15326.11,2.0,1,0,0,Light Jet,,2
C-886CC912BF2A,Individual,55-64,,Northeast,2022-01-01,2024-01-02,2025-11-12,80,21,10,583596.14,330798.15,27790.29,42.1,10,8,3,Midsize,0.0,8
C-63A4E16B8716,Business,65+,M,South,2021-12-01,2024-01-04,2026-01-05,26,12,6,368223.39,225573.99,30685.28,28.6,8,4,0,Heavy Jet,,6
C-3E89A6B5A8CF,Individual,55-64,F,West,2021-12-01,2024-07-05,2025-09-04,149,3,1,105500.79999999999,20206.12,35166.93,,1,2,0,Light Jet,4.0,2
C-21CDC4C9B0AC,Individual,45-54,M,International,2022-01-01,2025-02-11,2025-05-27,249,2,2,82923.39,82923.39,41461.7,24.0,0,2,0,Heavy Jet,1.0,3
C-ECE7024A385E,Individual,45-54,M,South,2021-12-01,2024-03-01,2025-10-15,108,6,3,149789.57,72706.58,24964.93,14.2,6,0,0,Ultra Long Range,10.0,4
C-5355CBBA3300,Individual,35-44,M,International,2022-01-01,2025-12-28,2025-12-28,34,1,1,15213.6,15213.6,15213.6,9.0,1,0,0,Midsize,,2
C-B3ADA1C894E9,Individual,45-54,M,Northeast,2022-01-01,2025-04-12,2025-11-08,84,4,4,99342.43,99342.43,24835.61,5.5,4,0,0,Heavy Jet,1.0,5
C-AA8D587403A4,Individual,45-54,F,South,2022-01-01,2024-01-26,2025-12-02,60,9,3,147379.77,60636.34,16375.53,8.9,8,1,0,Ultra Long Range,2.0,3
C-17440EB9EAEF,Individual,55-64,M,South,2022-01-01,2024-04-15,2024-10-12,476,2,0,53864.53,0.0,26932.26,3.0,0,2,0,Light Jet,9.0,6
C-102F6E7598C6,Individual,35-44,M,Northeast,2022-03-01,2025-10-03,2025-11-26,66,2,2,31180.64,31180.64,15590.32,16.5,1,1,0,Super Mid,,1
C-7DB583AFC344,Individual,55-64,M,West,2022-01-01,2024-01-22,2025-12-25,37,18,9,365075.6,184052.12,20281.98,23.4,2,16,0,Super Mid,,7
C-42C1730E0731,Individual,65+,M,West,2022-01-01,2024-12-28,2024-12-28,399,1,0,42717.81,0.0,42717.81,100.0,0,1,0,Super Mid,,5
C-27461D18E56F,Individual,45-54,M,South,2022-01-01,2024-03-22,2024-11-26,431,2,0,46708.43,0.0,23354.22,26.0,0,2,0,Midsize,,1
C-1D15E6F07428,Individual,55-64,M,South,2022-01-01,2025-07-20,2025-07-20,195,1,1,22840.8,22840.8,22840.8,11.0,0,0,1,Heavy Jet,,7
C-57E3B75ED8A3,Individual,55-64,M,Northeast,2022-02-01,2025-02-06,2025-08-16,168,4,4,89964.14,89964.14,22491.04,35.0,2,2,0,Light Jet,9.0,2
C-FCF1762EFD0E,Individual,45-54,F,South,2022-02-01,2024-01-04,2025-12-28,34,19,14,1143917.49,874045.85,60206.18,20.3,4,15,0,Super Mid,,4
C-98B7BD9DD1BF,Individual,45-54,M,South,2025-04-01,2025-04-17,2025-12-02,60,4,4,55265.08,55265.08,13816.27,7.8,2,2,0,Light Jet,6.0,5
C-0C315E09E30A,Individual,45-54,M,South,2022-02-01,2024-01-25,2025-12-13,49,7,4,156680.94,109116.52,22382.99,,3,4,0,Midsize,,4
C-6A9B9EB65860,Individual,45-54,F,West,2025-03-01,2025-03-27,2025-03-27,310,1,1,18216.6,18216.6,18216.6,3.0,1,0,0,Super Mid,,3
C-0CA41F1265F9,Individual,35-44,M,International,2022-03-01,2024-01-05,2025-10-27,96,6,2,85596.79000000001,22243.61,14266.13,13.2,5,1,0,Light Jet,,3
C-80E788D64536,Individual,45-54,M,Northeast,2022-11-01,2024-03-30,2025-09-16,137,7,2,98283.25,40489.17,14040.46,39.6,4,3,0,Midsize,,8
C-D6EA9E3D6341,Business,55-64,M,Midwest,2022-02-01,2024-01-10,2024-04-25,646,4,0,41825.66,0.0,10456.42,7.8,4,0,0,Super Mid,0.0,8
C-056251D54E8C,Individual,65+,M,South,2025-01-01,2025-01-11,2025-08-20,164,3,2,162195.65000000002,123860.67,54065.22,1.3,1,2,0,Super Mid,3.0,6
C-489F9CA4C659,Individual,55-64,M,Northeast,2025-08-01,2025-08-02,2025-10-23,100,3,3,39417.729999999996,39417.73,13139.24,24.0,1,2,0,Heavy Jet,0.0,4
C-AE2749E31D5D,Individual,65+,Unknown,South,2025-04-01,2025-10-18,2025-11-25,67,2,2,72760.34,72760.34,36380.17,147.5,0,1,1,Light Jet,,1
C-0CE5E25B0332,Individual,35-44,M,West,2022-12-01,2024-01-07,2026-01-10,21,9,2,168175.38,41353.15,18686.15,21.3,9,0,0,Super Mid,4.0,6
C-70D532BB21F4,Individual,55-64,M,Unknown,2022-09-01,2024-01-08,2026-01-23,8,12,6,197017.97,80892.08,16418.16,22.1,6,5,1,Midsize,7.0,4
C-FDE18F7AC874,Individual,45-54,F,West,2022-04-01,2024-01-03,2025-01-31,365,9,1,219417.94,18890.46,24379.77,,7,2,0,Ultra Long Range,,2
C-B8878422D5D9,Individual,65+,M,Northeast,2022-03-01,2024-03-15,2025-05-21,255,6,4,190928.52000000002,93401.66,31821.42,12.0,3,3,0,Light Jet,5.0,2
C-CA222F063040,Individual,35-44,M,West,2022-03-01,2024-07-21,2025-10-29,94,3,1,158566.3,51208.04,52855.43,6.3,0,2,1,Light Jet,6.0,8
C-DDFAE51F082B,Individual,35-44,M,South,2022-03-01,2024-09-07,2025-09-07,146,3,2,88433.77,54649.48,29477.92,70.0,1,2,0,Heavy Jet,6.0,3
C-4079EFE28EA6,Individual,45-54,Unknown,Midwest,2022-03-01,2024-03-07,2025-08-17,167,9,1,356185.08,61817.99,39576.12,16.4,0,9,0,Heavy Jet,,6
C-BC1ACFDC9032,Individual,25-34,M,Northeast,2022-04-01,2024-02-25,2025-10-19,104,7,3,145651.83000000002,59612.08,20807.4,37.6,4,3,0,Super Mid,7.0,4
C-32627172DB5E,Business,35-44,Unknown,Northeast,2022-03-01,2024-09-28,2025-08-02,182,3,1,58264.03,14380.62,19421.34,19.7,2,1,0,Heavy Jet,,4
C-305C424223AE,Individual,35-44,M,Northeast,2023-03-01,2024-01-28,2025-12-29,33,4,2,51601.75,18717.17,12900.44,13.5,4,0,0,Midsize,,8
C-B4D64534141D,Business,45-54,F,West,2023-03-01,2024-11-08,2024-11-08,449,1,0,16539.35,0.0,16539.35,9.0,1,0,0,Super Mid,,6
C-2B8907E26A71,Individual,55-64,M,South,2022-04-01,2024-09-12,2024-09-12,506,1,0,20289.37,0.0,20289.37,22.0,1,0,0,Light Jet,6.0,1
C-0F61662848B8,Individual,65+,M,West,,2024-03-02,2024-03-02,700,1,0,201429.2,0.0,201429.2,4.0,1,0,0,Midsize,8.0,3
C-33D5BBAADB60,Individual,55-64,F,South,2025-07-01,2025-07-01,2025-07-28,187,2,2,51781.130000000005,51781.13,25890.56,8.5,1,1,0,Light Jet,8.0,2
C-FAD3624BFA5E,Individual,45-54,M,West,2024-07-01,2024-07-22,2025-04-29,277,7,1,77249.07,15635.93,11035.58,4.7,7,0,0,Light Jet,,4
C-48C637248B3D,Individual,35-44,M,Midwest,2022-04-01,2024-07-26,2025-09-19,134,2,1,57981.549999999996,37637.95,28990.78,,0,2,0,Midsize,,8
C-848732DF2F04,Individual,55-64,F,West,2022-07-01,2024-01-08,2024-01-08,754,1,0,37855.45,0.0,37855.45,2.0,0,1,0,Midsize,7.0,3
C-2AC62247F34D,Individual,35-44,Unknown,Northeast,2022-04-01,2024-02-04,2024-02-24,707,2,0,43222.68,0.0,21611.34,20.0,1,1,0,Midsize,,6
C-B58D7FBA5696,Individual,65+,M,Northeast,2022-05-01,2024-05-10,2025-11-02,90,6,4,78490.14,57101.61,13081.69,40.2,4,2,0,Light Jet,,4
C-D5AAA0C60200,Individual,55-64,M,South,2022-08-01,2024-02-17,2024-09-13,505,3,0,57462.130000000005,0.0,19154.04,29.0,0,2,1,Light Jet,,4
C-3EA994B9A39B,Individual,45-54,M,West,2022-05-01,2024-02-20,2024-02-20,711,1,0,15943.16,0.0,15943.16,1.0,0,1,0,Super Mid,,3
C-58154AE979C5,Individual,25-34,Unknown,South,2022-06-01,2025-03-18,2025-11-05,87,7,7,189923.9,189923.9,27131.99,11.7,3,3,1,Midsize,,3
C-7DAB788066C8,Individual,65+,Unknown,Northeast,2022-11-01,2024-02-13,2024-02-13,718,1,0,48853.08,0.0,48853.08,40.0,0,1,0,Super Mid,,1
C-9B4932FE200C,Individual,45-54,M,South,,2024-05-25,2025-08-15,169,5,2,331611.61,265781.06,66322.32,23.4,3,2,0,Ultra Long Range,,2
C-660962833CF6,Individual,55-64,F,South,2024-09-01,2024-09-14,2025-11-15,77,4,2,72998.9,31958.95,18249.72,11.0,0,3,1,Light Jet,,4
C-89B00A0DBBE8,Individual,35-44,M,West,2023-08-01,2025-08-29,2025-11-10,82,3,3,52103.44,52103.44,17367.81,16.0,2,1,0,Super Mid,7.0,5
C-0697096ED2B6,Individual,45-54,M,South,2022-05-01,2024-03-18,2025-08-29,155,30,15,503873.87,254046.64,16795.8,5.0,25,4,1,Midsize,6.0,3
C-6597EA9EC71A,Individual,45-54,M,West,2023-10-01,2024-05-18,2024-05-18,623,1,0,16958.28,0.0,16958.28,6.0,1,0,0,Heavy Jet,,3
C-1F1CDC31CB1D,Individual,45-54,F,South,,2024-04-07,2025-06-07,238,13,5,343754.81,146567.83,26442.68,5.2,10,3,0,Ultra Long Range,9.0,3
C-C17616B2B2DE,Individual,45-54,M,South,2024-10-01,2025-05-17,2026-01-31,0,3,3,34084.25,34084.25,11361.42,13.7,2,1,0,Light Jet,,5
C-6F9BE42BBE53,Individual,55-64,F,Northeast,2022-05-01,2025-01-09,2025-01-09,387,1,0,38034.64,0.0,38034.64,1.0,1,0,0,Super Mid,,3
C-0CFD7A2F8109,Individual,35-44,F,South,2022-06-01,2024-01-14,2025-11-21,71,12,8,349823.35,186459.39,29151.95,10.7,4,8,0,Super Mid,,2
C-A9786EE70726,Individual,45-54,F,South,2025-11-01,2025-12-06,2025-12-06,56,1,1,10490.79,10490.79,10490.79,,1,0,0,Midsize,,4
C-D4D043098BFB,Individual,45-54,M,West,2022-09-01,2024-03-24,2024-10-17,471,6,0,183814.9,0.0,30635.82,7.5,3,3,0,Midsize,,1
C-917047762E9D,Business,55-64,M,South,2022-08-01,2024-05-29,2024-06-01,609,4,0,162580.19,0.0,40645.05,42.8,1,3,0,Light Jet,8.0,0
C-C19271A99F39,Individual,55-64,M,Midwest,2023-12-01,2024-05-09,2025-08-27,157,10,5,122117.82,63136.14,12211.78,18.6,7,3,0,Heavy Jet,1.0,3
C-7203698AD460,Individual,35-44,M,South,2022-06-01,2024-10-25,2025-12-21,41,5,3,154242.72999999998,86684.79,30848.55,19.2,2,3,0,Midsize,,4
C-D80175DF14D2,Individual,35-44,M,South,2022-08-01,2024-01-18,2025-03-06,331,3,1,220001.74,72461.94,73333.91,19.3,0,3,0,Midsize,0.0,7
C-C472715BC071,Business,65+,Unknown,West,2022-10-01,2024-01-02,2024-01-24,738,2,0,64790.76,0.0,32395.38,20.5,1,0,1,Heavy Jet,8.0,6
C-589AC23BC4E0,Individual,55-64,M,South,2022-08-01,2024-12-18,2024-12-18,409,1,0,20186.72,0.0,20186.72,8.0,1,0,0,Midsize,2.0,1
C-712ECB413AB0,Individual,35-44,M,South,2022-08-01,2024-03-20,2025-04-20,286,5,2,206815.46000000002,97991.3,41363.09,7.4,2,3,0,Light Jet,,1
C-8263FC29B45C,Individual,65+,M,Northeast,2022-07-01,2024-07-21,2025-02-17,348,15,2,281317.35,11442.63,18754.49,7.6,6,9,0,Light Jet,,3
C-4E8ADEDA03FB,Individual,45-54,M,South,2022-06-01,2024-11-07,2025-11-26,66,3,1,131851.53,33579.81,43950.51,10.0,0,3,0,Heavy Jet,,7
C-5C28252076AD,Business,55-64,Unknown,Midwest,,2024-01-02,2025-07-28,187,15,3,490696.96,96232.86,32713.13,14.9,11,3,1,Midsize,,2
C-9DA384B6B34E,Individual,45-54,M,South,2022-07-01,2024-03-02,2025-03-16,321,2,1,100618.11,33835.66,50309.06,23.5,1,1,0,Heavy Jet,,4
C-5DDC9FCE7EAD,Individual,65+,Unknown,West,2022-07-01,2024-03-11,2025-12-27,35,8,6,214394.84,156092.2,26799.36,23.0,7,1,0,Super Mid,,3
C-DE5E97BFB867,Individual,65+,M,Midwest,2022-07-01,2024-11-30,2025-03-30,307,4,1,43784.22,6347.08,10946.06,2.3,2,2,0,Heavy Jet,0.0,3
C-7C792C1EF783,Business,45-54,,Northeast,2022-07-01,2024-01-04,2025-01-02,394,2,0,98463.98999999999,0.0,49232.0,3.5,1,1,0,Heavy Jet,,2
C-D1F798DD9DE4,Individual,55-64,F,Midwest,2022-07-01,2024-05-02,2025-09-05,148,14,5,299924.36,76837.03,21423.17,3.9,14,0,0,Heavy Jet,5.0,6
C-7602251FB8E6,Individual,55-64,M,Northeast,2022-07-01,2024-01-05,2025-11-07,85,5,1,102105.89,20116.02,20421.18,31.0,5,0,0,Super Mid,,4
C-5239A656CD18,Individual,65+,Unknown,Unknown,2024-05-01,2024-05-26,2024-12-21,406,13,0,270775.0,0.0,20828.85,6.8,11,2,0,Light Jet,,2
C-D8E65BBD2DDF,Individual,35-44,M,South,,2024-08-21,2026-01-19,12,14,9,619174.3300000001,393947.07,44226.74,,5,9,0,Midsize,,1
C-1D280C9CAABE,Individual,55-64,F,West,2024-01-01,2024-02-07,2025-12-12,50,5,2,113319.48000000001,54555.52,22663.9,15.8,1,4,0,Super Mid,,8
C-CCBF8364266B,Individual,55-64,M,Northeast,2022-08-01,2024-01-24,2024-01-24,738,1,0,36848.09,0.0,36848.09,26.0,0,1,0,Light Jet,,2
C-D82445CC2E32,Individual,25-34,F,Northeast,2025-08-01,2025-12-27,2025-12-27,35,1,1,21208.24,21208.24,21208.24,18.0,0,1,0,Midsize,1.0,3
C-ACE47097888E,Individual,35-44,F,West,2024-03-01,2024-03-15,2024-03-15,687,1,0,38981.79,0.0,38981.79,4.0,0,1,0,Super Mid,2.0,3
C-45B04A0E88D2,Individual,25-34,F,West,2022-12-01,2024-11-17,2024-12-01,426,2,0,62052.899999999994,0.0,31026.45,,0,2,0,Midsize,8.0,5
C-4E10B705BC95,Individual,45-54,F,South,2022-09-01,2024-12-19,2025-12-16,46,2,1,95291.42,62734.09,47645.71,14.0,1,1,0,Midsize,3.0,1
C-3DC86273E884,Individual,55-64,M,South,2022-10-01,2024-01-06,2025-07-16,199,4,1,174263.01,51623.97,43565.75,39.8,1,3,0,Midsize,,2
C-B6A58802DA20,Business,65+,M,West,2023-01-01,2024-04-01,2024-06-30,580,2,0,47917.42,0.0,23958.71,24.0,1,1,0,Ultra Long Range,,9
C-DAC27FA66067,Individual,45-54,M,West,2022-11-01,2024-04-02,2025-12-01,61,4,2,117608.72,60130.31,29402.18,109.0,4,0,0,Heavy Jet,0.0,5
C-21034B2D2459,Individual,65+,M,Unknown,2022-09-01,2024-04-11,2025-12-28,34,9,5,148553.1,76561.73,16505.9,9.2,9,0,0,Midsize,,5
C-431E5185C600,Individual,35-44,F,West,2022-09-01,2024-07-20,2025-11-16,76,3,2,66287.91,45475.39,22095.97,55.7,3,0,0,Light Jet,,6
C-688CACB9E81E,Business,25-34,M,International,2023-05-01,2024-03-30,2025-10-08,115,9,5,181822.45,85672.38,20202.49,12.1,4,5,0,Heavy Jet,,3
C-F2CF015841F8,Individual,45-54,Unknown,West,2023-12-01,2024-01-20,2025-12-25,37,18,5,4684898.6,1116132.5,260272.14,5.6,12,6,0,Midsize,,4
C-2F12F08C4143,Individual,55-64,M,South,2022-09-01,2024-04-24,2024-05-22,619,2,0,73724.29000000001,0.0,36862.15,6.5,1,1,0,Heavy Jet,,5
C-15E8CC14A98C,Business,45-54,Unknown,South,2022-11-01,2024-03-04,2025-11-11,81,13,7,254897.71,106460.67,19607.52,7.8,3,10,0,Super Mid,8.0,7
C-7E921ECECF26,Individual,25-34,M,West,2022-09-01,2024-03-30,2025-10-03,120,3,1,61086.61,8722.5,20362.2,34.3,1,2,0,Midsize,2.0,2
C-3822F1D27084,Individual,45-54,F,West,2023-09-01,2025-01-23,2025-10-09,114,2,1,53624.079999999994,41033.45,26812.04,45.5,0,2,0,Heavy Jet,,4
C-FC6C0C8F0DB1,Individual,35-44,Unknown,South,,2025-11-09,2025-11-09,83,1,1,26171.9,26171.9,26171.9,37.0,0,1,0,Midsize,,1
C-23BFD7E4845F,Individual,55-64,M,Northeast,2022-10-01,2025-05-14,2025-12-09,53,2,2,44040.979999999996,44040.98,22020.49,24.0,2,0,0,Heavy Jet,,3
C-3EBC7050A917,Individual,55-64,M,International,2024-09-01,2025-07-23,2025-12-15,47,2,2,55677.14,55677.14,27838.57,91.0,0,2,0,Super Mid,,3
C-E1AED2A7EE66,Individual,35-44,F,Northeast,2022-10-01,2024-12-23,2025-11-04,88,3,2,66705.12,31911.19,22235.04,8.0,2,1,0,Super Mid,,1
C-12C519A13722,Individual,45-54,M,Northeast,2025-07-01,2025-07-10,2025-07-10,205,1,1,17864.51,17864.51,17864.51,1.0,0,1,0,Super Mid,,6
C-193235E95D62,Individual,35-44,M,Northeast,2022-10-01,2024-09-15,2025-06-18,227,5,4,64992.630000000005,53744.19,12998.53,14.0,3,2,0,Heavy Jet,,7
C-0DC2575E0DED,Individual,45-54,M,South,2022-10-01,2024-01-29,2025-12-22,40,13,9,258880.57,171083.19,19913.89,10.5,11,2,0,Heavy Jet,6.0,0
C-3390B247386D,Business,55-64,M,Northeast,2022-10-01,2024-06-08,2025-11-05,87,4,2,100113.02,51443.15,25028.26,12.2,4,0,0,Super Mid,6.0,9
C-1D6E79A594CE,Individual,35-44,M,Northeast,2022-11-01,2024-02-16,2024-11-02,455,3,0,147506.9,0.0,49168.97,25.0,0,3,0,Ultra Long Range,,7
C-4F541F9FEAD4,Individual,55-64,M,South,2025-10-01,2025-10-14,2025-10-14,109,1,1,102614.79,102614.79,102614.79,6.0,0,0,1,Light Jet,,3
C-DA9F9A4981D9,Individual,45-54,,West,2023-01-01,2025-12-08,2025-12-08,54,1,1,34411.39,34411.39,34411.39,,1,0,0,Super Mid,7.0,4
C-E86731883CB9,Individual,35-44,M,Northeast,,2024-09-17,2026-01-15,16,6,5,89483.84,77890.75,14913.97,6.3,2,4,0,Light Jet,0.0,2
C-D8E86C0D80D9,Individual,45-54,Unknown,Midwest,2025-10-01,2025-10-31,2025-10-31,92,1,1,24622.82,24622.82,24622.82,30.0,0,1,0,Midsize,,2
C-B5B8AB9B7800,Individual,35-44,M,Midwest,2022-11-01,2024-02-16,2025-11-15,77,25,11,844308.75,335704.68,33772.35,23.0,2,23,0,Super Mid,,4
C-C08D4C517DF4,Individual,45-54,Unknown,South,2022-12-01,2024-03-24,2025-04-10,296,2,1,46222.67999999999,19209.92,23111.34,0.5,1,1,0,Heavy Jet,1.0,3
C-221BFD2008B9,Individual,35-44,M,West,2022-11-01,2024-01-30,2025-12-22,40,16,5,445571.51,149245.62,27848.22,6.7,12,4,0,Midsize,,1
C-FE08583483C0,Individual,65+,M,Northeast,,2024-02-09,2025-12-11,51,8,4,243155.72000000003,116893.2,30394.47,16.9,0,8,0,Heavy Jet,,3
C-8992ACADA567,Individual,45-54,M,Midwest,2023-01-01,2024-01-13,2026-01-10,21,18,6,742705.52,321356.34,41261.42,,1,15,2,Light Jet,7.0,7
C-1491E26F2E7F,Individual,45-54,M,South,2022-12-01,2024-01-17,2025-03-23,314,6,4,197115.75,127132.03,32852.62,25.8,1,5,0,Super Mid,,1
C-1982FB29C82D,Individual,45-54,M,West,2023-01-01,2024-05-08,2025-05-15,261,3,1,28615.980000000003,12658.7,9538.66,36.0,2,1,0,Midsize,,8
C-BF97D94B662D,Individual,45-54,M,West,2022-12-01,2024-01-04,2024-07-13,567,2,0,33935.71000000001,0.0,16967.86,38.0,1,1,0,Ultra Long Range,1.0,4
C-CC0D07FC9430,Individual,45-54,M,South,2022-12-01,2024-03-20,2026-01-20,11,28,14,1102789.4,636385.04,39385.34,3.6,12,10,6,Super Mid,,3
C-09D835051F3B,Individual,55-64,M,South,2024-04-01,2024-04-03,2025-12-23,39,21,11,505591.73,309040.67,24075.8,6.9,5,13,3,Heavy Jet,,4
C-86AEF7EF9F67,Individual,55-64,,West,2022-12-01,2024-04-07,2025-12-20,42,3,1,69565.29000000001,19465.14,23188.43,50.0,3,0,0,Midsize,,3
C-DF05692BDF4D,Individual,45-54,M,West,2022-12-01,2024-07-12,2025-02-19,346,3,2,113023.8,64147.16,37674.6,58.7,0,3,0,Midsize,4.0,5
C-ACBED5B12074,Individual,45-54,M,South,2023-01-01,2024-01-02,2025-12-21,41,26,6,1215949.24,342737.4,46767.28,20.8,6,18,2,Light Jet,,2
C-94EBD40ED8C7,Individual,45-54,F,West,2023-03-01,2025-05-28,2025-09-15,138,8,8,338807.85,338807.85,42350.98,,2,3,3,Ultra Long Range,8.0,4
C-F2417BF3D955,Individual,25-34,M,Northeast,2022-12-01,2024-01-26,2024-12-24,403,4,0,62599.75,0.0,15649.94,6.8,3,1,0,Super Mid,,7
C-EF4A0B486B9E,Individual,35-44,M,West,2023-03-01,2024-08-19,2024-08-19,530,1,0,21948.82,0.0,21948.82,2.0,1,0,0,Heavy Jet,,5
C-268C6714573F,Individual,65+,Unknown,South,2023-01-01,2024-06-21,2025-10-09,114,14,7,198488.15,98538.24,14177.72,6.6,8,6,0,Light Jet,,6
C-703AA206429B,Individual,65+,M,Midwest,2023-01-01,2024-03-29,2025-09-15,138,8,3,134088.6,46782.8,16761.08,33.2,1,7,0,Heavy Jet,,6
C-5F9049F1B1C9,Individual,45-54,F,South,2023-07-01,2025-06-15,2025-06-15,230,1,1,20669.56,20669.56,20669.56,2.0,1,0,0,Super Mid,,1
